序号,名称,播放,弹幕数,收藏,硬币,评分(默认0分),评分人数(人数不足为0人),是否完结
1126,魔神Z 真魔神 冲击！Z篇,136845,7349,103,4617,0.0,0,1
1127,战场上的女武神,565090,39430,662,52967,8.8,124,1
1128,神曲奏界POLYPHONICA 第一季,519672,10584,274,83736,0.0,0,1
1129,神曲奏界Polyphonica crimson S,288509,11415,263,39535,0.0,0,1
1130,游魂 -Kiss on my Deity-,721131,37988,890,108934,9.1,131,1
1131,豹头王传说,86178,5524,109,12260,0.0,0,1
1132,幸运四叶草,545907,42793,844,14335,9.6,126,1
1133,天国少女,448859,35947,437,42546,0.0,0,1
1135,夏之岚,199537,8509,279,37501,0.0,0,1
1136,夏之岚！ ～春夏冬中～,71713,4830,134,10363,0.0,0,1
1139,07-GHOST,1237712,64494,1353,130160,9.5,228,1
1140,苍天航路,122108,9244,138,8871,0.0,0,1
1141,天堂餐馆,356019,16311,656,57281,9.5,106,1
1142,初恋限定。,691132,41395,835,103574,9.1,109,1
1143,川之光,35618,1399,45,11606,0.0,0,1
1144,海物语,316514,12559,292,88238,0.0,0,1
1146,青之花,117440,1559,180,25601,0.0,0,1
1147,NEEDLESS,206136,9822,165,16852,0.0,0,1
1148,大正野球娘,53780,5420,90,7886,0.0,0,1
1153,GA 艺术科美术设计班,211154,6714,200,46306,0.0,0,1
1155,战斗司书,548212,9659,325,67172,0.0,0,1
1159,天体战士,264891,15486,388,7324,0.0,0,1
1160,天体战士 第2期,169972,11290,225,2932,0.0,0,1
1164,小鸠,256240,17784,740,126640,9.6,251,1
1166,轻声密语,327292,51006,1026,32071,9.7,168,1
1169,空中秋千,81872,7636,212,11640,0.0,0,1
1171,冬季恋歌,98661,1858,40,16550,0.0,0,1
1174,轻音少女 小剧场,811186,8520,408,164206,9.7,366,1
1177,CLANNAD,4039652,307727,14083,975801,9.7,7085,1
1178,CLANNAD ～AFTER STORY～,6131800,561261,38796,373993,9.8,9265,1
1179,CLANNAD 剧场版,937314,45665,1174,125719,6.1,454,1
1180,CLANNAD ～AFTER STORY～另一个世界 杏篇,169513,12489,320,112586,9.4,350,1
1181,悠久之翼,1120691,71945,2284,221330,9.6,705,1
1182,悠久之翼2,539062,39275,2438,72278,9.7,573,1
1185,神薙,1271498,92636,2180,137256,9.1,277,1
1187,超时空要塞 Macross,661037,50800,591,50814,9.7,102,1
1188,超时空要塞 7,435524,50628,414,21506,0.0,0,1
1189,超时空要塞 Frontier,1722193,76156,1748,117459,9.5,630,1
1192,机动战士敢达00,1344020,45807,2239,112600,9.5,680,1
1193,机动战士敢达00 第二季,1362724,53178,1605,56974,9.6,579,1
1195,染红的街道,1212968,76649,2250,189195,8.6,219,1
1196,图书馆战争,584858,23817,755,90810,0.0,0,1
1197,红 Kurenai,1004035,32203,1177,118863,8.5,139,1
1201,食灵-零-,132544,5055,346,145215,9.2,466,1
1204,H2O 赤砂的印记,388688,14290,976,66561,9.2,134,1
1205,超智游戏,1081410,49390,1523,35735,9.6,212,1
1206,亡念之扎姆德,286122,13879,814,67678,9.3,246,1
1210,深渊传说,681677,21253,873,72344,0.0,0,1
1213,混沌之脑,656253,145785,909,85786,7.1,158,1
1218,今天的5年2班,0,0,0,55654,9.7,355,1
1220,伯爵与妖精,1211635,56518,821,181666,9.0,131,1
1221,武装机甲,549167,22870,291,47538,0.0,0,1
1222,钢铁新娘,184560,7487,139,23000,0.0,0,1
1223,白虎,101271,6419,164,14628,0.0,0,1
1224,北斗神拳,1697321,94933,1212,47255,9.7,242,1
1225,北斗神拳2,331512,18129,232,8918,0.0,0,1
1226,北斗神拳拉欧外传-天之霸王,137020,7718,61,5858,0.0,0,1
1228,黑塚,229115,12307,248,36533,0.0,0,1
1229,野良耳,32244,657,8,2684,0.0,0,1
1230,无限之住人,132539,4344,96,20642,0.0,0,1
1231,药师寺凉子的怪奇事件簿,418265,18491,454,39108,0.0,0,1
1232,西洋古董洋果子店,257768,13921,311,41014,0.0,0,1
1233,毁灭世界的六人,239400,6694,309,73533,0.0,0,1
1234,魔法使的注意事项,136225,4559,137,32822,0.0,0,1
1237,电波少女 第二部,21005,452,14,3723,0.0,0,1
1238,海马,232868,12662,651,41132,9.6,280,1
1239,×××HOLiC,3446302,256156,7228,284240,9.7,909,1
1240,艾莉森与莉莉亚,101605,2538,147,8797,0.0,0,1
1245,S.A特优生,1146091,68291,1021,143717,8.9,149,1
1246,二十面相少女,202394,13105,316,30590,0.0,0,1
1247,我家有个狐仙大人,1589097,59613,1729,187155,9.4,177,1
1248,RD潜脑调查室,104381,3718,101,6697,0.0,0,1
1249,雨月,91256,5077,92,12994,0.0,0,1
1250,苍色骑士,444531,18418,385,61002,0.0,0,1
1254,假面女仆卫士,130439,5181,158,12698,0.0,0,1
1255,幻影少年,779688,65970,512,63496,0.0,0,1
1257,水晶之焰,31029,1140,21,5448,0.0,0,1
1258,偶像宣言,642416,30555,353,43296,0.0,0,1
1259,偶像宣言 第二季,427539,12020,155,18353,0.0,0,1
1260,星之海的爱玛丽,17871,705,24,4864,0.0,0,1
1262,死后文,268875,18342,876,100730,9.3,362,1
1264,神枪少女,60410,2499,177,39637,0.0,0,1
1266,破天荒游戏,116145,5276,112,16418,0.0,0,1
1267,威尔贝鲁物语 ～威尔贝鲁的姐妹～ 第一幕,56961,2166,39,5637,0.0,0,1
1268,BUS GAMER,61611,2334,32,11323,0.0,0,1
1269,全力兔子,21935,569,17,4380,0.0,0,1
1270,濑户的花嫁,6053854,346116,11803,431750,9.7,1227,1
1271,精灵守护者,515172,33997,1272,42553,9.6,144,1
1272,奔向地球,140973,11016,271,8941,0.0,0,1
1274,英雄时代,1333627,59977,2596,89468,9.7,474,1
1275,魔女猎人,682483,49671,1700,73481,9.7,172,1
1276,大江户火箭,19393,777,20,2219,0.0,0,1
1277,机神大战巨型方程式,56295,1221,33,7084,0.0,0,1
1278,偶像大师 XENOGLOSSIA,103034,6224,81,10901,0.0,0,1
1279,青空下的约定,241849,3694,182,48447,0.0,0,1
1281,蓝龙,81948,2811,80,8323,0.0,0,1
1287,星界死者之书,150130,4714,117,18403,0.0,0,1
1289,钢铁神吉克,58772,1292,17,5508,0.0,0,1
1290,爆裂天使,202731,9096,131,30687,0.0,0,1
1291,爆裂天使-INFINITY-,23895,431,17,3405,0.0,0,1
1292,天元突破 红莲螺岩 剧场版,924299,36948,3182,105001,9.7,589,1
1293,幸运星,4542289,332934,8919,249160,9.7,1537,1
1294,电脑线圈,457376,26142,1172,59423,9.5,224,1
1295,地球防卫少年,785583,67220,1200,62957,9.0,197,1
1299,彩云国物语,755339,44867,1420,95363,9.4,176,1
1300,彩云国物语 第二季,252999,15641,358,26030,0.0,0,1
1302,SOLA,630949,30789,1539,260048,9.3,479,1
1304,蓝兰岛漂流记,1691541,81720,2384,116109,9.5,225,1
1307,光明之泪×风,961231,16875,335,86774,0.0,0,1
1309,钢铁三国志,137445,19773,83,8204,0.0,0,1
1310,桃华月惮,245040,13337,210,31834,0.0,0,1
1312,银河铁道物语,46106,1678,43,5195,0.0,0,1
1314,悲惨世界 少女珂赛特,76062,10435,268,12233,0.0,0,1
1315,校园乌托邦 学美向前冲！,80905,7582,226,14579,0.0,0,1
1316,火箭女孩,20915,1308,21,2946,0.0,0,1
1318,东京魔人学园剑风帖 龙龙,217570,8335,143,30728,0.0,0,1
1321,神圣十月,142176,1307,47,29780,0.0,0,1
1323,新勇者莱汀,176513,4649,126,19358,0.0,0,1
1324,VENUS VERSUS VIRUS 除魔维纳斯,75933,3141,41,20178,0.0,0,1
1325,向日葵！ 第一季,78330,1646,44,13303,0.0,0,1
1326,向日葵！ 第二季,27997,451,15,5244,0.0,0,1
1328,FLAG,78992,1334,50,16322,0.0,0,1
1329,神灵狩,121618,11051,173,27745,0.0,0,1
1330,紫音之王,169542,4439,144,13288,0.0,0,1
1331,魔人侦探食脑奈罗,452468,28019,483,27452,9.4,106,1
1332,出租魔法使,1384425,31865,1296,169866,0.0,0,1
1335,BLUE DROP 天使们的戏曲,133580,16141,217,16447,0.0,0,1
1336,竹刀少女,490358,25142,680,49422,0.0,0,1
1338,MYSELF;YOURSELF,241054,15584,552,60353,9.3,136,1
1340,逮捕令 第一季,469739,39976,511,30899,0.0,0,1
1341,逮捕令 第二季,111608,8326,114,7549,0.0,0,1
1342,逮捕令 全速前进,132511,9397,116,10804,0.0,0,1
1343,逮捕令 OVA,33827,527,33,6295,0.0,0,1
1344,素描簿,272706,17552,475,27988,0.0,0,1
1345,请别忧伤了二之宫君,1656872,97139,2428,173737,8.2,124,1
1346,暗夜魔法使,275635,6159,135,32528,0.0,0,1
1347,魂兽,191395,5464,103,20579,0.0,0,1
1348,MAPLESTORY,50420,1980,23,2277,0.0,0,1
1349,物怪,109077,4424,147,18835,0.0,0,1
1356,萌单,147908,11958,175,24057,0.0,0,1
1358,铁子之旅,9291,214,7,898,0.0,0,1
1359,永生之酒,844764,34734,2405,365524,9.6,1731,1
1366,天翔少女,152062,9176,122,12259,0.0,0,1
1371,僵尸借贷,297626,23234,361,57831,0.0,0,1
1373,零秒出手,155868,3874,45,6821,0.0,0,1
1374,KANON/雪之少女,214988,8454,198,56882,8.8,105,1
1375,KANON/雪之少女,945911,97722,2721,109581,9.5,465,1
1377,少女爱上姐姐 ,523678,26365,1274,100015,9.5,167,1
1378,少女爱上姐姐 ～2人的Elder～,161784,0,102,18578,0.0,0,1
1379,黑礁,1774856,55087,3246,157918,9.6,414,1
1380,黑礁 第二季,251407,17266,199,38623,9.5,209,1
1381,黑礁 第三季 Roberta’s Blood Trail,0,0,0,33524,9.6,120,1
1382,NANA,2190639,105407,4423,198038,9.7,849,1
1383,我们的存在,929617,67475,827,92652,9.4,106,1
1388,传颂之物,293521,20757,1000,125055,9.6,436,1
1389,惊爆草莓,246137,28595,594,76281,9.3,224,1
1390,魔界战记 迪斯凯亚,105666,4668,110,9634,0.0,0,1
1391,仰望半月的夜空,215988,6187,619,33438,9.1,107,1
1393,复苏的天空 -救援之翼-,45128,2096,75,7072,0.0,0,1
1394,备长炭,185518,9958,1042,16129,9.7,144,1
1395,死神的歌谣,255761,5626,136,43917,0.0,0,1
1396,怪 〜AYAKASHI〜,722567,61239,1107,114041,9.7,305,1
1397,甜蜜声优,64804,2910,106,11116,0.0,0,1
1398,女生爱女生,399230,38499,597,33138,0.0,0,1
1399,阴守忍者,154303,5462,119,17717,0.0,0,1
1400,落语天女,70607,2057,46,9399,0.0,0,1
1401,键姬物语 永久爱丽丝轮舞曲,148098,2175,65,29201,0.0,0,1
1402,柠檬天使计划,49904,893,25,7481,0.0,0,1
1405,结界师,1227569,65863,1629,53302,9.5,169,1
1406,奇幻贵公子,386016,27858,621,107929,9.3,312,1
1407,樱兰高校男公关部,4542088,262341,7839,360103,9.7,1182,1
1408,武装炼金,300624,14572,231,31044,0.0,0,1
1409,南瓜剪刀,94586,6660,123,8357,0.0,0,1
1410,心跳回忆 ONLY LOVE,636551,42639,1178,63185,0.0,0,1
1412,工作狂人,171812,4386,175,20306,0.0,0,1
1414,后天的方向,49503,3660,78,12647,0.0,0,1
1416,赐予护女神的祝福,160064,4405,156,22304,0.0,0,1
1417,天保异闻妖奇士,78049,2806,62,11464,0.0,0,1
1420,魔法先生捏吉！,1200625,58275,1286,122886,9.0,160,1
1421,魔法老师涅吉!?,340609,8957,276,30268,0.0,0,1
1422,调酒师,105490,3104,257,59512,9.6,117,1
1423,永不消失的彩虹,314984,8922,334,49304,0.0,0,1
1424,夜明前的琉璃色,386243,15123,474,72340,8.8,100,1
1426,Happiness!,168418,5949,211,32076,0.0,0,1
1427,月桂树的王子们,219442,4776,47,34685,0.0,0,1
1428,苍天之拳,152699,5456,103,9059,0.0,0,1
1429,甜蜜偶像,137686,2744,78,17533,0.0,0,1
1430,银色的奥林西斯,91104,1180,17,10300,0.0,0,1
1431,流星之洛克人 Tribe,61680,1129,40,3271,0.0,0,1
1432,东京暴走族,227141,3026,39,5845,0.0,0,1
1433,兽爪,198565,14304,342,22960,9.2,126,1
1434,贫穷姐妹物语,389734,9162,314,53940,0.0,0,1
1435,童话枪手小红帽,30992,1338,57,4113,0.0,0,1
1436,黑血兄弟,113594,3878,127,13518,0.0,0,1
1437,无罪的维纳斯,181259,5274,126,28884,0.0,0,1
1441,娇蛮之吻,306939,6695,168,42368,0.0,0,1
1442,恋之魔法波波糖,80873,1591,38,10482,0.0,0,1
1443,太阳默示录,24380,940,4,2762,0.0,0,1
1444,莉莉和青蛙和弟弟,18745,442,12,5937,0.0,0,1
1445,ZEGAPAIN,131719,4486,191,20211,0.0,0,1
1446,校园迷糊大王,397904,25526,1017,86414,9.7,479,1
1447,魔女之刃,312937,11203,300,39944,0.0,0,1
1448,我的女神,734817,43067,1365,62777,9.6,209,1
1449,我的女神 缤纷之翼,305973,20067,497,19014,0.0,0,1
1450,我的女神 小不隆咚便利多多,43908,1263,66,6610,0.0,0,1
1451,我的女神 OVA,101082,3756,202,9632,0.0,0,1
1452,妖逆门,50390,451,10,5168,0.0,0,1
1454,神样家族,72933,4346,92,12828,0.0,0,1
1460,兽王星,246547,16787,272,32106,0.0,0,1
1461,西蒙 SIMOUN,109642,12324,177,22185,0.0,0,1
1463,翼·年代记,1912606,163607,2414,245583,9.6,477,1
1464,翼·年代记 第二部,776360,80925,865,56409,9.4,143,1
1465,公主公主,713980,43290,870,92162,9.5,157,1
1466,学园天堂,998489,66766,479,73727,0.0,0,1
1467,飞轮少年,328826,11462,247,19234,0.0,0,1
1469,玻璃舰队,42051,570,26,4589,0.0,0,1
1470,暗夜第六感,187428,17181,146,33078,0.0,0,1
1472,苍之瞳的少女,128428,5638,171,17763,0.0,0,1
1473,机神咆吼,284179,4886,139,41126,0.0,0,1
1474,魂链,114421,1816,70,21749,0.0,0,1
1475,梦使,44909,1532,39,13967,0.0,0,1
1476,不可思议星球的双胞胎公主,739001,76928,617,52240,0.0,0,1
1478,格斗美神·武龙,25395,338,7,2344,0.0,0,1
1479,声优白皮书,17575,316,18,3910,0.0,0,1
1480,小心啊公主,49532,1274,23,4936,0.0,0,1
1481,洛克人EXE 粤语版,78167,542,34,5134,0.0,0,1
1482,怪医美女RAY,119109,4263,51,13384,0.0,0,1
1483,女子高中生,0,0,0,28639,0.0,0,1
1484,女子高中生  特典,26894,385,24,2541,0.0,0,1
1488,圣剑使的禁咒咏唱,15412033,1007262,6144,423435,6.1,714,1
1489,Falcom学园,1620329,16438,642,19462,0.0,0,1
1491,纯洁的玛利亚,5309265,161883,3469,81918,8.9,152,1
1492,夜之小双侠,798419,47959,419,9972,0.0,0,1
1509,偶像大师 灰姑娘女孩,4250739,181762,5416,190469,9.4,268,1
1511,铳皇无尽的法夫纳,7167608,322513,4134,353080,7.0,385,1
1512,路人女主的养成方法,46407906,1659137,72312,1559106,9.2,4237,1
1515,军人少女,2710031,20417,763,49300,0.0,0,1
1519,血型君2,6631556,114680,880,101122,9.4,102,1
1520,美男高校地球防卫部LOVE！,3323622,363082,1807,112233,8.9,147,1
1523,元气少女缘结神◎,13411863,591670,7278,786071,9.5,720,1
1524,绝对双刃,15439570,641441,10053,641996,6.6,701,1
1527,ISUCA,2884168,112929,836,133660,5.7,210,1
1528,动画心疗系,2660252,40556,812,53843,0.0,0,1
1530,关于完全听不懂老公在说什么的事 第一季,31772558,228481,18875,457086,9.3,666,1
1535,魔法少女奈叶,338270,22939,539,117840,9.7,370,1
1536,魔法少女奈叶A's,352750,26572,457,53283,9.6,204,1
1537,魔法少女奈叶StrikerS,1234218,85308,1593,58494,9.7,258,1
1538,魔法少女奈叶ViVid,3266430,110813,5483,65780,8.7,117,1
1539,我的青春恋爱物语果然有问题。,12250868,876885,35300,1177221,9.6,4774,1
1540,我的青春恋爱物语果然有问题。 续,34218813,1373228,115194,760290,9.7,4940,1
1547,吹响吧！上低音号,10590606,411907,27190,332788,9.6,1558,1
1548,御神乐学园组曲,4162648,182909,2557,109743,8.3,133,1
1550,雨色可可,3103984,32196,481,76635,0.0,0,1
1551,亚尔斯兰战记,18292889,752320,17753,312882,8.8,306,1
1552,可塑性记忆,23733676,1289624,78137,1161955,9.4,2824,1
1553,幻界战线,28323137,633143,47966,951852,9.5,3807,1
1555,终结的炽天使,26396047,1308794,21281,791836,7.8,1110,1
1557,吸血鬼福尔摩斯,1904799,23328,233,80954,0.0,0,1
1558,长门有希酱的消失,5692984,281705,9765,162260,8.9,296,1
1559,食戟之灵,94492145,3281715,178384,1334560,9.2,1687,1
1560,灵感！,1613449,81398,2157,68726,9.6,233,1
1561,歌之☆王子殿下 真爱1000%,2767093,245213,1325,148217,9.6,149,1
1562,歌之☆王子殿下 真爱2000%,1355363,132341,1018,81034,0.0,0,1
1563,歌之☆王子殿下 真爱REVOLUTIONS,3720758,266782,2587,112676,9.6,121,1
1564,攻壳机动队 STAND ALONE COMPLEX,3139905,88199,4672,293643,9.7,926,1
1565,攻壳机动队 S.A.C. 2nd GIG,952881,8351,1684,86855,9.7,473,1
1566,攻壳机动队 S.A.C. SSS 3D,48802,2313,53,52332,0.0,0,1
1567,攻壳机动队2 无罪,374626,6102,1121,63055,9.7,219,1
1568,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,1658633,20968,1412,66514,0.0,0,1
1569,怪盗JOKER 第一季,1408682,87821,1229,33646,0.0,0,1
1570,怪盗JOKER 第二季,956021,71728,1026,21370,0.0,0,1
1571,黏黏糊糊！！角质君,1294704,16363,477,15544,0.0,0,1
1572,黏黏糊糊!!角质君 第2期,250735,3230,113,6195,0.0,0,1
1574,伪恋：,16502448,635232,19675,578834,9.1,1134,1
1575,伪恋 OAD,3853427,150325,7095,222370,9.3,156,1
1576,希德尼娅的骑士 第一季,3067439,71562,3018,168845,9.5,472,1
1577,希德尼娅的骑士 第二季,4889656,129604,10473,120802,9.6,501,1
1578,摸索吧！部活剧,135077,2930,202,25310,0.0,0,1
1579,摸索吧！部活剧 再来一个,41745,1732,82,13428,0.0,0,1
1580,摸索吧！部活剧 第三季,410417,18620,1659,15370,0.0,0,1
1586,Fate/stay night [Unlimited Blade Works] 第一季,80128434,3882666,126300,2014611,9.0,4579,1
1587,Fate/stay night [Unlimited Blade Works] 第二季,63109361,1883580,106459,1167441,9.1,3437,1
1588,罪恶王冠,20546177,1849728,57260,1464600,8.2,5054,1
1589,罪恶王冠 SP,3349750,9964,744,192335,8.8,136,1
1590,战国BASARA,229527,7957,203,49592,0.0,0,1
1591,战国BASARA 贰,279779,23430,167,21619,0.0,0,1
1592,战国BASARA Judge End,824759,113850,199,22073,0.0,0,1
1593,搞笑漫画日和,3150220,36170,2410,230253,9.3,311,1
1594,搞笑漫画日和2,1325951,15156,985,65809,0.0,0,1
1595,搞笑漫画日和3,1033729,13925,867,60372,0.0,0,1
1596,搞笑漫画日和＋,1130937,10363,812,77842,9.5,133,1
1597,浦和小调,315078,5256,231,46735,0.0,0,1
1598,来自新世界,3201993,258327,8008,366712,9.6,1968,1
1600,灼眼的夏娜,5778364,654626,11313,646952,9.1,912,1
1602,灼眼的夏娜II -Second-,2702307,411105,6886,207383,8.5,349,1
1603,灼眼的夏娜III -Final-,2734499,300551,7591,212290,9.1,536,1
1605,灼眼的夏娜S,595429,41475,1366,102014,0.0,0,1
1607,灼眼的夏娜 OVA 恋爱与温泉的校外学习！,373328,25883,555,97852,0.0,0,1
1609,灼眼的夏娜 剧场版,412979,12183,710,120057,0.0,0,1
1613,天地无用!,600015,23271,360,49313,0.0,0,1
1614,新・天地无用!,179719,7734,80,24762,0.0,0,1
1615,魔法少女砂沙美,81567,892,32,22514,0.0,0,1
1616,天地无用! GXP,213793,12671,138,22135,0.0,0,1
1617,爱·天地无用！,4280183,16765,729,75875,0.0,0,1
1618,天地无用！ 剧场版,89437,2372,75,21289,0.0,0,1
1624,黑子的篮球,8064892,741195,9408,511712,8.7,572,1
1625,黑子的篮球 第2期,6950419,758024,8098,299581,8.6,286,1
1626,黑子的篮球 第3期,33197323,1707863,22325,345211,8.9,473,1
1630,EVA 新世纪福音战士剧场版：Air / 真心为你,485380,10567,2227,87131,9.7,385,1
1631,DOG DAYS,501973,23754,1086,209700,9.1,315,1
1632,DOG DAYS',289811,11924,640,67914,9.4,116,1
1633,DOG DAYS'',3844980,134066,2755,96360,9.3,189,1
1635,EVA 新世纪福音战士,4740070,283518,10405,305769,9.7,5801,1
1637,EVA 新世纪福音战士剧场版：死与新生,350733,4491,1803,84750,9.4,168,1
1638,EVA 新世纪福音战士新剧场版1.0：序,560598,20107,3404,93890,9.6,319,1
1639,EVA 新世纪福音战士新剧场版2.0：破,623021,26357,3066,83430,9.7,417,1
1640,EVA 新世纪福音战士新剧场版3.0：Q,629198,20280,2851,91332,9.6,449,1
1650,Fate/Zero 第一季,30728895,2371801,50607,1421989,9.3,4395,1
1651,网球优等生,733080,34619,684,9543,0.0,0,1
1652,网球优等生 第二期,96745,4076,166,4647,0.0,0,1
1653,热风海陆BUSHIROAD,422862,22736,551,53110,8.9,134,1
1655,关于完全听不懂老公在说什么的事 第二季,21041954,149067,11241,331270,9.3,611,1
1656,无头骑士异闻录,9664953,711474,9851,789248,9.6,1716,1
1657,宇宙兄弟,586624,54626,1429,33729,9.7,166,1
1658,战国无双,426319,19239,175,27755,0.0,0,1
1659,Code Geass 亡国的阿基德,1014389,32113,1773,154209,6.7,242,1
1660,夏目友人帐,15442370,1058791,31651,1357791,9.6,1710,1
1661,续 夏目友人帐,8923401,777202,17796,568189,9.5,977,1
1662,夏目友人帐 参,7762993,615781,23086,528353,9.5,934,1
1663,夏目友人帐 肆,7563918,576522,17104,538792,9.5,920,1
1665,BLACK★ROCK SHOOTER,2549909,194048,5544,459989,9.1,742,1
1666,BLACK★ROCK SHOOTER OVA,697169,58340,1671,80952,9.2,151,1
1669,黑魔女学园,631413,16008,313,21031,0.0,0,1
1671,宝石宠物Magical Change,290800,6973,93,11706,0.0,0,1
1672,龙与虎,8877777,957796,39566,952015,9.7,5859,1
1673,竖笛与双肩书包,118094,3564,165,22980,0.0,0,1
1674,竖笛与双肩书包 2♪,594176,9285,158,6945,0.0,0,1
1675,竖笛与双肩书包 3☆,685506,6484,344,7198,0.0,0,1
1676,竖笛与双肩书包 OAD,82515,1303,40,4941,0.0,0,1
1677,山田君与7人魔女,2724304,212399,10516,453595,9.2,1380,1
1678,天然萌少女明日香,2926398,38339,4731,96139,9.4,284,1
1679,你好七叶 第一季,283808,4528,172,15536,0.0,0,1
1680,你好七叶 第二季,204701,3299,245,5108,0.0,0,1
1685,荔枝DE光之俱乐部,182732,3102,33,5463,0.0,0,1
1687,萌菌物语 Returns,705847,31090,574,20334,0.0,0,1
1688,战斗之魂 第七季,1271113,19936,549,9450,0.0,0,1
1689,那年那兔那些事儿 第一季,37424539,1124178,301557,574900,9.4,1708,1
1691,侦探歌剧 少女福尔摩斯,103104,5711,206,43434,0.0,0,1
1692,侦探歌剧 少女福尔摩斯 第二幕,539027,40970,1559,16312,0.0,0,1
1693,两个人是少女福尔摩斯,310552,17609,232,13821,0.0,0,1
1695,纸箱战机 第一部,155863,5733,23,5976,0.0,0,1
1698,PUNKISS！2次元,328140,8005,202,9217,0.0,0,1
